IDCliente,Genero,Idoso,PossuiParceiro,PossuiDependentes,MesesDeServico,ServicoTelefonico,MultiplasLinhas,TipoInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaDigital,MetodoPagamento,CobrancaMensal,CobrancaTotal,Cancelou
6380-ARCEH,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.2,20.2,Não
1167-OYZJF,Feminino,1,Sim,Não,67,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,20.05,1263.05,Não
1628-BIZYP,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,85.0,85.0,Não
6284-KMNUF,Feminino,0,Sim,Não,56,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Sim,Sim,Anual,Sim,ChequeEletronico,98.0,5270.6,Não
4676-WLUHT,Masculino,0,Não,Não,54,Não,SemServicoTelefonico,DSL,Sim,Sim,Não,Não,Não,Sim,Bienal,Não,TransferenciaBancariaAutomatica,46.2,2431.95,Não
2138-VFAPZ,Feminino,0,Sim,Sim,14,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,19.7,263.65,Não
8648-PFRMP,Feminino,1,Não,Não,14,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,46.35,672.7,Não
8097-VBQTZ,Masculino,0,Não,Não,54,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,ChequeCorreio,69.9,3883.3,Não
6087-YPWHO,Masculino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Não,ChequeCorreio,68.15,4808.7,Não
8109-YUOHE,Masculino,0,Não,Não,17,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,ChequeCorreio,56.1,946.95,Não
3807-XHCJH,Feminino,0,Sim,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeEletronico,20.0,20.0,Não
0524-IAVZO,Feminino,0,Sim,Não,30,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,85.0,2624.25,Sim
8957-THMOA,Feminino,0,Não,Sim,50,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,20.15,970.85,Não
7521-YXVZY,Masculino,0,Não,Sim,3,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.95,58.3,Não
7077-XJMET,Masculino,0,Sim,Não,12,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,74.15,741.4,Não
9625-QSTYE,Feminino,0,Não,Não,13,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,ChequeEletronico,81.15,952.3,Sim
7924-GJZFI,Feminino,1,Sim,Não,25,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,69.3,1813.1,Não
2034-GDRCN,Feminino,0,Não,Não,2,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,90.4,168.2,Sim
4186-ZBUEW,Feminino,0,Não,Não,36,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Anual,Sim,ChequeCorreio,70.7,2511.95,Não
4026-SKKHW,Masculino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,ChequeCorreio,50.25,152.3,Não
8548-AWOFC,Masculino,0,Sim,Não,66,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Sim,Mensal,Não,ChequeEletronico,63.85,4264.6,Não
0680-DFNNY,Masculino,0,Sim,Não,15,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,101.1,1504.05,Sim
7501-IWUNG,Feminino,0,Sim,Sim,61,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,73.8,4616.05,Não
7176-WRTNX,Masculino,0,Não,Não,70,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,114.95,7711.25,Não
8450-UYIBU,Feminino,1,Não,Não,35,Não,SemServicoTelefonico,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,ChequeEletronico,39.85,1434.6,Não
1794-HBQTJ,Feminino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,48.6,48.6,Sim
1862-QRWPE,Feminino,0,Sim,Sim,48,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,20.65,1057.0,Não
2996-XAUVF,Masculino,0,Não,Não,70,Não,SemServicoTelefonico,DSL,Não,Não,Não,Sim,Não,Sim,Bienal,Sim,ChequeCorreio,40.05,2799.75,Não
7145-FEJWU,Feminino,0,Não,Sim,12,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,105.3,1275.65,Não
6710-HSJRD,Masculino,0,Sim,Não,61,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,114.1,7132.15,Não
7530-HDYDS,Feminino,0,Não,Não,38,Sim,Não,FibraOptica,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,84.25,3264.5,Sim
8042-JVNFH,Masculino,0,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,71.35,71.35,Sim
5127-BZENZ,Feminino,0,Sim,Sim,56,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Anual,Não,TransferenciaBancariaAutomatica,65.2,3512.15,Não
0876-WDUUZ,Feminino,0,Não,Não,5,Sim,Não,FibraOptica,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,CartaoCreditoAutomatico,85.4,425.9,Sim
0356-ERHVT,Masculino,0,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,45.9,521.9,Não
9912-OMZDS,Feminino,0,Sim,Sim,59,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,106.15,6256.2,Não
2275-RBYQS,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,45.4,45.4,Não
0917-EZOLA,Masculino,1,Sim,Não,72,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,104.15,7689.95,Sim
2749-CTKAJ,Masculino,0,Sim,Sim,22,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,20.15,419.9,Não
5160-UXJED,Masculino,0,Não,Sim,17,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Anual,Não,ChequeCorreio,44.6,681.4,Não
7244-QWYHG,Masculino,0,Sim,Não,50,Não,SemServicoTelefonico,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,Sim,TransferenciaBancariaAutomatica,44.45,2188.45,Não
4226-KKDON,Masculino,0,Não,Não,8,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,ChequeEletronico,66.65,520.95,Não
7018-FPXHH,Masculino,0,Sim,Sim,56,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Bienal,Sim,TransferenciaBancariaAutomatica,59.8,3457.45,Não
9897-KXHCM,Feminino,0,Sim,Sim,3,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,80.3,250.05,Sim
1222-KJNZD,Masculino,0,Sim,Sim,40,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,TransferenciaBancariaAutomatica,20.4,745.3,Não
2452-KDRRH,Masculino,1,Não,Não,67,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,101.4,6841.05,Não
6892-EZDTG,Feminino,0,Sim,Não,4,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,91.65,365.4,Sim
6980-CDGFC,Feminino,0,Sim,Não,67,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,20.85,1327.4,Não
5071-FBJFS,Feminino,0,Sim,Sim,4,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,50.3,217.1,Não
4018-PPNDW,Feminino,0,Sim,Sim,61,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,24.1,1551.6,Não
9066-QRSDU,Feminino,0,Sim,Não,69,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,ChequeEletronico,26.3,1763.55,Não
0318-ZOPWS,Feminino,0,Sim,Não,49,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,20.15,973.35,Não
0419-YAAPX,Masculino,0,Sim,Não,49,Sim,Não,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,CartaoCreditoAutomatico,85.3,4297.95,Não
9786-IJYDL,Feminino,0,Não,Não,35,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeCorreio,113.2,3914.05,Não
4195-PNGZS,Masculino,0,Sim,Sim,69,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,24.45,1718.2,Não
9372-TXXPS,Feminino,0,Sim,Não,60,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,TransferenciaBancariaAutomatica,59.85,3483.45,Não
7734-DBOAI,Feminino,0,Sim,Sim,1,Não,SemServicoTelefonico,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Não,ChequeEletronico,40.1,40.1,Sim
2858-MOFSQ,Feminino,0,Não,Sim,17,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Anual,Sim,ChequeCorreio,55.85,937.5,Sim
8180-AKMJV,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,44.55,44.55,Não
2690-DVRVK,Masculino,0,Sim,Sim,5,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeEletronico,20.55,99.45,Não
1790-NESIO,Feminino,0,Não,Não,13,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,20.4,261.3,Não
8083-YTZES,Masculino,0,Não,Não,4,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,74.35,265.35,Sim
0661-KBKPA,Masculino,0,Sim,Sim,53,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,ChequeCorreio,78.75,3942.45,Não
4139-DETXS,Feminino,0,Sim,Sim,72,Não,SemServicoTelefonico,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,64.45,4528.0,Não
1395-WSWXR,Masculino,0,Não,Não,24,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,20.75,487.05,Não
9546-KDTRB,Feminino,0,Não,Não,19,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,TransferenciaBancariaAutomatica,24.7,465.85,Não
4291-HPAXL,Masculino,0,Não,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.85,19.85,Não
6198-ZFIOJ,Feminino,0,Não,Não,5,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,75.6,402.5,Não
7472-EQOAV,Masculino,1,Sim,Sim,71,Sim,Não,FibraOptica,Sim,Sim,Sim,Não,Não,Não,Anual,Sim,TransferenciaBancariaAutomatica,86.7,6179.35,Não
5997-OPVFA,Masculino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,89.05,6254.45,Não
5236-XMZJY,Feminino,0,Não,Não,42,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,59.65,2536.55,Não
3873-NFTGI,Masculino,0,Não,Não,14,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,55.5,767.55,Não
8695-WDYEA,Masculino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,51.25,51.25,Não
4342-HENTK,Feminino,1,Não,Não,2,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,70.65,142.35,Sim
8580-QVLOC,Feminino,1,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,CartaoCreditoAutomatico,92.45,6440.25,Sim
3143-JQEGI,Feminino,0,Sim,Sim,13,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,ChequeEletronico,88.35,1222.8,Sim
4465-VDKIQ,Feminino,0,Não,Não,18,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Não,Não,Mensal,Não,ChequeEletronico,77.8,1358.6,Não
0824-VWDPO,Feminino,0,Não,Não,45,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Não,Sim,Anual,Não,TransferenciaBancariaAutomatica,96.75,4442.75,Não
3162-KKZXO,Feminino,1,Não,Não,55,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,100.15,5409.75,Não
8445-DNBAE,Masculino,0,Não,Sim,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,50.05,50.05,Não
2111-DWYHN,Masculino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,21.1,21.1,Não
2662-NNTDK,Masculino,0,Não,Não,65,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,CartaoCreditoAutomatico,24.8,1600.95,Não
7502-BNYGS,Feminino,0,Sim,Não,46,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,69.1,3168.0,Não
5372-FBKBN,Feminino,0,Não,Sim,21,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.75,452.2,Não
4597-NUCQV,Masculino,1,Não,Não,24,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,101.25,2440.15,Sim
0020-JDNXP,Feminino,0,Sim,Sim,34,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Não,ChequeCorreio,61.25,1993.2,Não
6599-GZWCM,Feminino,0,Não,Não,13,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Não,Anual,Sim,ChequeCorreio,74.65,966.25,Não
4342-HFXWS,Feminino,0,Sim,Sim,48,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,TransferenciaBancariaAutomatica,69.7,3023.65,Não
5035-PGZXH,Feminino,0,Não,Não,56,Sim,Sim,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,106.8,5914.4,Não
8216-AZUUZ,Feminino,0,Sim,Sim,42,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeEletronico,100.4,4303.65,Não
5542-DHSXL,Feminino,0,Sim,Não,4,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,54.7,235.05,Não
8498-XXGWA,Feminino,0,Sim,Não,65,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,ChequeCorreio,55.15,3673.15,Não
6542-LWGXJ,Masculino,0,Sim,Não,3,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,25.0,78.25,Não
6248-TKCQV,Feminino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,80.6,5460.2,Não
3068-OMWZA,Masculino,1,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,ChequeEletronico,88.8,88.8,Sim
2430-RRYUW,Masculino,0,Não,Não,66,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Sim,ChequeCorreio,54.8,3465.7,Não
8292-TYSPY,Masculino,0,Não,Não,19,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,55.0,1046.5,Sim
4589-IUAJB,Masculino,0,Sim,Não,70,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,24.25,1724.15,Não
5693-PIPCS,Masculino,0,Não,Não,41,Sim,Não,FibraOptica,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,99.65,4220.35,Não
7446-KQISO,Masculino,0,Sim,Sim,45,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,109.75,4900.65,Não
0048-PIHNL,Feminino,0,Sim,Não,49,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,TransferenciaBancariaAutomatica,20.45,900.9,Não
6284-AHOOQ,Masculino,1,Não,Não,22,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,90.5,1910.6,Sim
2805-EDJPQ,Feminino,0,Sim,Sim,56,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Não,Sim,Anual,Sim,CartaoCreditoAutomatico,99.75,5608.4,Não
9103-TCIHJ,Feminino,0,Não,Não,15,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,55.7,899.8,Sim
9402-ROUMJ,Feminino,0,Sim,Sim,67,Sim,Sim,FibraOptica,Sim,Não,Sim,Sim,Não,Sim,Anual,Sim,TransferenciaBancariaAutomatica,100.25,6689.0,Não
5562-BETPV,Masculino,0,Sim,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,19.65,19.65,Não
3167-SNQPL,Masculino,1,Sim,Sim,38,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,ChequeEletronico,101.15,3741.85,Não
0810-DHDBD,Feminino,0,Não,Não,52,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,CartaoCreditoAutomatico,74.0,3877.65,Não
1776-SPBWV,Feminino,0,Sim,Sim,34,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,20.1,682.1,Não
9537-JALFH,Masculino,0,Sim,Sim,69,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,19.9,1356.7,Não
0702-PGIBZ,Masculino,0,Não,Sim,4,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,101.7,364.55,Sim
3055-VTCGS,Feminino,0,Não,Não,63,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Não,CartaoCreditoAutomatico,58.55,3503.5,Não
9548-LERKT,Masculino,0,Sim,Não,24,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,19.75,483.15,Não
6794-HKIAJ,Masculino,0,Não,Não,62,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,90.7,5586.45,Não
9531-NSBMR,Feminino,0,Não,Não,36,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,19.25,679.8,Não
6368-NWMCE,Feminino,0,Não,Não,38,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Não,CartaoCreditoAutomatico,68.15,2656.3,Não
0643-OKLRP,Feminino,1,Sim,Não,47,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,80.35,3825.85,Sim
9948-YPTDG,Masculino,0,Sim,Não,38,Sim,Não,FibraOptica,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,79.45,3013.05,Sim
4879-GZLFH,Feminino,0,Sim,Sim,42,Sim,Não,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,92.15,3875.4,Não
8098-TDCBU,Feminino,0,Sim,Não,42,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeEletronico,25.25,1108.2,Não
5122-CYFXA,Feminino,0,Não,Não,3,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,75.3,244.1,Não
9889-TMAHG,Masculino,1,Não,Não,8,Sim,Não,FibraOptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Não,CartaoCreditoAutomatico,100.3,832.35,Sim
5357-TZHPP,Masculino,1,Não,Não,9,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,CartaoCreditoAutomatico,84.4,732.5,Sim
1474-JUWSM,Feminino,0,Sim,Não,58,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Sim,ChequeEletronico,68.4,3972.25,Não
8399-YNDCH,Masculino,1,Não,Não,21,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,60.05,1236.15,Sim
3847-BAERP,Feminino,0,Não,Não,10,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,20.9,247.0,Não
9402-CXWPL,Feminino,0,Não,Não,70,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Anual,Não,ChequeEletronico,98.9,6838.6,Não
5049-MUBWG,Masculino,0,Não,Não,26,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Anual,Não,TransferenciaBancariaAutomatica,75.0,1908.35,Não
4039-HEUNW,Masculino,1,Sim,Não,36,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,96.5,3436.1,Sim
5803-NQJZO,Masculino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Sim,TransferenciaBancariaAutomatica,67.8,4804.65,Não
4116-TZAQJ,Feminino,0,Não,Não,9,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,74.25,639.65,Sim
9094-AZPHK,Feminino,0,Não,Não,15,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,100.15,1415.0,Não
6121-TNHBO,Feminino,1,Não,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,Não,TransferenciaBancariaAutomatica,83.0,5243.05,Não
1564-HJUVY,Masculino,0,Não,Não,4,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Não,Mensal,Sim,TransferenciaBancariaAutomatica,63.75,226.2,Não
7407-SUJIZ,Masculino,0,Não,Não,25,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.6,541.5,Não
5468-BPMMO,Masculino,0,Sim,Não,46,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeEletronico,19.6,851.2,Não
9168-INPSZ,Feminino,1,Sim,Não,44,Sim,Sim,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,ChequeEletronico,104.15,4495.65,Não
8942-DBMHZ,Masculino,0,Não,Não,12,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.45,255.35,Não
8705-WZCYL,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,44.8,44.8,Não
0322-YINQP,Masculino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,48.55,48.55,Sim
7000-WCEVQ,Feminino,1,Não,Não,20,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeCorreio,61.6,1174.35,Sim
